Plot,Rep,Column,Range,Entry,Accession,Rand,Type,Trial,Loc,Entry_no,Survival.autumn.2015,Height.2015,Basal.circumference.2015,Culm.number.2015,Fall.dormancy.date.2015,Frost.Damage.2015,Number.of.Reproductive.Culms.2015,Spring.Re.growth.Date.2016,Frost.Damage.Spring.2016,Survival.spring.2016,Overwintering.Ability.2016,Tiller.Count,Basal.Circ.during.Tiller.Count,First.Heading.Date.2016,X50..Heading.Date.2016,First.Flowering.Date.2016,X50..Flowering.Date.2016,Survival.autumn.2016,Growth.Stage.2016,Compressed.Plant.Circumference.2016,Basal.Circumference.2016,Total.Culm.2016,Repro.Culm.2016,Autumn.Dormancy.Date.2016,Frost.Damage.Autumn.2016,Lodging.2016,Culm.Length.2016,Culm.Outer.Diameter.at.the.Basal.Internode.2016,Culm.Outer.Diameter.at.Last.internode.2016,Culm.Node.Number.2016,Culm.Dry.Weight.2016,Secondary.Stem.Count.2016,Total.Weight.of.Secondary.Stems.2016,Primary.Stem.Weight.2016,Culm.Density.2016,Average.Internode.Length.2016,Biomass.Yield.fresh.weight.2016,Sub.sample.Yield.fresh.weight.2016,Sub.sample.Yield.dry.weight.2016,Moisture.content.2016,Biomass.Yield.dry.weight.2016,Spring.Re.growth.Date.2017,Frost.Damage.Spring.2017,Survival.spring.2017,Overwintering.Ability.2017,First.Heading.Date.2017,X50..Heading.Date.2017,First.Flowering.Date.2017,X50..Flowering.Date.2017,Survival.autumn.2017,Growth.Stage.2017,Compressed.Plant.Circumference.2017,Basal.Circumference.2017,Total.Culm.2017,Repro.Culm.2017,Autumn.Dormancy.Date.2017,Frost.Damage.Autumn.2017,Lodging.2017,CCirc.BCirc.2017,TCmN.Area.2017,Plant.Height.2017,Culm.Length.2017,Culm.Outer.Diameter.at.the.Basal.Internode.2017,Culm.Outer.Diameter.at.Last.internode.2017,Culm.Node.Number.2017,Culm.Dry.Weight.2017,Culm.Density..mass.volume..2017..CmDW.V.,Average.Internode.Length.2017,Biomass.Yield.fresh.weight.2017,Sub.sample.Yield.fresh.weight.2017,Sub.sample.Yield.dry.weight.2017,Moisture.content.2017,Biomass.Yield.dry.weight.2017,Prop.repro.culm.2015,Prop.repro.culm.2016,Prop.repro.culm.2017
1744,4,4,DJ,JY200,JY200,0.149833647,M. sacchariflorus,DOE Msa Trial 2015_HU,Sapporo,721,1,NA,NA,2,NA,NA,NA,5/22/2016,1,1,1,NA,NA,9/9/2016,9/23/2016,9/16/2016,9/30/2016,1,PF,NA,NA,47,27,10/1/2016,NA,1,201,4.11,1.79,15,11,NA,NA,NA,NA,13.4,560,41,34.2,83.41463415,467.12,NA,NA,0,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.574468085,NA
1745,4,4,DK,RU2012-161,RU2012-161,0.150801581,M. sacchariflorus,DOE Msa Trial 2015_HU,Sapporo,122,1,NA,NA,2,NA,NA,NA,5/22/2016,1,1,1,NA,NA,8/19/2016,8/26/2016,8/26/2016,9/2/2016,1,PF,NA,NA,27,17,10/1/2016,NA,1,148,4.39,2.18,12,9.65,NA,NA,NA,NA,12.33,100,17,14.5,85.29411765,85.29,NA,NA,0,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.62962963,NA
1746,4,4,DL,RU2012-116,RU2012-116,0.151019519,M. sacchariflorus,DOE Msa Trial 2015_HU,Sapporo,86,1,NA,NA,2,NA,NA,NA,5/22/2016,1,1,1,NA,NA,8/5/2016,8/12/2016,8/12/2016,8/19/2016,1,PF,NA,NA,4,4,10/1/2016,NA,1,125.6,5.1,2.5,12,4.6,NA,NA,NA,NA,10.47,30.1,30.1,28.9,96.01328904,28.9,NA,NA,0,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
1747,4,4,DM,RU2012-137,RU2012-137,0.151918287,M. sacchariflorus,DOE Msa Trial 2015_HU,Sapporo,103,1,NA,NA,2,NA,NA,NA,5/22/2016,1,1,1,NA,NA,NA,NA,NA,NA,1,F,NA,NA,26,24,NA,NA,NA,172.1,4.41,2.6,11,7.2,NA,NA,NA,NA,15.65,250.2,90.1,89.2,99.00110988,247.7,NA,NA,0,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.923076923,NA
1748,4,4,DN,JY153,JY153,0.152207317,M. sacchariflorus,DOE Msa Trial 2015_HU,Sapporo,674,1,NA,NA,2,NA,NA,NA,5/22/2016,1,1,1,NA,NA,NA,NA,NA,NA,1,,NA,NA,10,NA,10/15/2016,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1749,4,4,DO,KMS276,KMS276,0.153193087,M. sacchariflorus,DOE Msa Trial 2015_HU,Sapporo,359,1,NA,NA,2,NA,NA,NA,5/1/2016,1,1,1,NA,NA,9/30/2016,10/21/2016,10/14/2016,10/28/2016,1,F,NA,NA,27,10,10/1/2016,NA,1,194,6.13,2.63,17,29,NA,NA,NA,NA,11.41,240,77,65.2,84.67532468,203.22,NA,NA,0,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.37037037,NA
1750,4,4,DP,KMS311,KMS311,0.154376627,M. sacchariflorus,DOE Msa Trial 2015_HU,Sapporo,369,1,NA,NA,2,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1751,4,4,DQ,RU2012-118,RU2012-118,0.157829758,M. sacchariflorus,DOE Msa Trial 2015_HU,Sapporo,88,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1752,4,5,DA,RU2012-078,RU2012-078,0.158169777,M. sacchariflorus,DOE Msa Trial 2015_HU,Sapporo,53,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1753,4,5,DB,KMS417,KMS417,0.15818143,M. sacchariflorus,DOE Msa Trial 2015_HU,Sapporo,459,1,NA,NA,2,NA,NA,NA,5/29/2016,1,1,1,NA,NA,9/30/2016,10/21/2016,10/14/2016,10/28/2016,1,F,NA,NA,4,1,10/25/2016,6,1,152.8,3.34,2.45,16,12.05,NA,NA,NA,NA,9.55,115,29,20.7,71.37931034,82.09,NA,NA,0,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.25,NA
1754,4,5,DC,JY154,JY154,0.158759495,M. sacchariflorus,DOE Msa Trial 2015_HU,Sapporo,675,1,NA,NA,2,NA,NA,NA,5/29/2016,1,1,1,NA,NA,9/30/2016,10/21/2016,10/7/2016,10/28/2016,1,NR,NA,NA,1,0,10/1/2016,NA,1,247,14.49,6.77,31,157.32,NA,NA,NA,NA,7.97,1825,225,152.1,67.6,1233.7,NA,NA,0,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
1755,4,5,DD,RU2012-027,RU2012-027,0.163798165,M. sacchariflorus,DOE Msa Trial 2015_HU,Sapporo,9,1,NA,NA,NA,NA,NA,NA,5/29/2016,1,1,1,NA,NA,8/26/2016,9/2/2016,9/2/2016,9/9/2016,1,PF,NA,NA,11,5,9/25/2016,NA,1,124,3.1,1.62,14,5.55,NA,NA,NA,NA,8.86,210,30,19.7,65.66666667,137.9,NA,NA,0,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.454545455,NA
1756,4,5,DE,KMS315,KMS315,0.164659375,M. sacchariflorus,DOE Msa Trial 2015_HU,Sapporo,370,1,NA,NA,2,NA,NA,NA,5/29/2016,1,1,1,NA,NA,9/30/2016,10/21/2016,10/7/2016,10/28/2016,1,F,NA,NA,29,20,9/25/2016,NA,1,158,5.3,1.91,16,18.16,NA,NA,NA,NA,9.88,405,40,30.8,77,311.85,NA,NA,0,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.689655172,NA
1757,4,5,DF,KMS346,KMS346,0.165849834,M. sacchariflorus,DOE Msa Trial 2015_HU,Sapporo,388,1,NA,NA,2,NA,NA,NA,5/29/2016,1,1,1,NA,NA,9/16/2016,9/30/2016,9/30/2016,10/14/2016,1,PF,NA,NA,9,2,10/25/2016,7,1,128,3.89,1.92,13,14.62,NA,NA,NA,NA,9.85,95,15,9.9,66,62.7,NA,NA,0,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.222222222,NA
1758,4,5,DG,RU2012-082,RU2012-082,0.165853946,M. sacchariflorus,DOE Msa Trial 2015_HU,Sapporo,57,1,NA,NA,NA,NA,NA,NA,5/22/2016,1,1,1,NA,NA,NA,NA,NA,NA,1,NR,NA,NA,64,0,NA,NA,NA,128,8.84,4.69,25,59.46,NA,NA,NA,NA,5.12,1000,70,51,72.85714286,728.57,NA,NA,0,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
1759,4,5,DH,JY248,JY248,0.166849046,M. sacchariflorus,DOE Msa Trial 2015_HU,Sapporo,769,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1760,4,5,DI,JY137,JY137,0.167810849,M. sacchariflorus,DOE Msa Trial 2015_HU,Sapporo,658,1,NA,NA,2,NA,NA,NA,5/29/2016,1,1,1,NA,NA,9/30/2016,10/21/2016,10/7/2016,10/28/2016,1,F,NA,NA,17,11,10/15/2016,6,1,16.6,3.92,2.12,17,14.71,NA,NA,NA,NA,0.98,330,45,37.5,83.33333333,275,NA,NA,0,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.647058824,NA
1761,4,5,DJ,KMS345,KMS345,0.167829072,M. sacchariflorus,DOE Msa Trial 2015_HU,Sapporo,387,1,NA,NA,2,NA,NA,NA,5/29/2016,1,1,1,NA,NA,9/9/2016,9/30/2016,9/23/2016,10/7/2016,1,PF,NA,NA,24,20,10/25/2016,7,1,219,6.56,2.92,14,21.3,NA,NA,NA,NA,15.64,640,76,62.8,82.63157895,528.84,NA,NA,0,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.833333333,NA
1762,4,5,DK,JY228,JY228,0.167837281,M. sacchariflorus,DOE Msa Trial 2015_HU,Sapporo,749,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1763,4,5,DL,JY005,JY005,0.169956158,M. sacchariflorus,DOE Msa Trial 2015_HU,Sapporo,525,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1764,4,5,DM,JPN-2011-005,JPN-2011-005,0.172558218,M. sacchariflorus,DOE Msa Trial 2015_HU,Sapporo,203,1,NA,NA,2,NA,NA,NA,5/29/2016,1,1,1,NA,NA,10/7/2016,10/21/2016,10/21/2016,10/28/2016,1,F,NA,NA,11,1,10/25/2016,7,1,244,10.41,3.7,23,135.53,NA,NA,NA,NA,10.61,430,93,67,72.04301075,309.78,NA,NA,0,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.090909091,NA
1765,4,5,DN,JPN-2011-010,JPN-2011-010,0.175380187,M. sacchariflorus,DOE Msa Trial 2015_HU,Sapporo,206,1,NA,NA,NA,NA,NA,NA,5/22/2016,1,1,1,NA,NA,NA,NA,NA,NA,1,NR,NA,NA,2,0,NA,NA,NA,203,12,4.28,29,61.17,NA,NA,NA,NA,7,470,80,68,85,399.5,NA,NA,0,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
1766,4,5,DO,KMS374,KMS374,0.176293733,M. sacchariflorus,DOE Msa Trial 2015_HU,Sapporo,416,1,NA,NA,2,NA,NA,NA,5/22/2016,1,1,1,NA,NA,9/30/2016,10/21/2016,10/14/2016,10/28/2016,1,F,NA,NA,17,15,10/25/2016,6,1,209,4.98,2.16,18,17.21,NA,NA,NA,NA,11.61,40,30,25.4,84.66666667,33.87,NA,NA,0,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.882352941,NA
1767,4,5,DP,RU2012-195,RU2012-195,0.177494181,M. sacchariflorus,DOE Msa Trial 2015_HU,Sapporo,149,1,NA,NA,2,NA,NA,NA,5/22/2016,1,1,1,NA,NA,10/21/2016,10/28/2016,10/28/2016,NA,1,NR,NA,NA,16,0,NA,NA,1,80,5.08,1.03,8,5.17,NA,NA,NA,NA,10,35,15,14.4,96,33.6,NA,NA,0,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
1768,4,5,DQ,JPN-2011-015,JPN-2011-015,0.179416103,M. sacchariflorus,DOE Msa Trial 2015_HU,Sapporo,211,1,NA,NA,2,NA,NA,NA,5/22/2016,1,1,1,NA,NA,10/7/2016,10/21/2016,10/21/2016,10/28/2016,1,F,NA,NA,19,4,10/25/2016,7,1,156,8.77,2.84,21,16.91,NA,NA,NA,NA,7.43,865,119,82.7,69.49579832,601.14,NA,NA,0,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.210526316,NA
1769,4,6,DA,JM11-006,JM11-006,0.181056061,M. sacchariflorus,DOE Msa Trial 2015_HU,Sapporo,221,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1770,4,6,DB,RU2012-070,RU2012-070,0.181271052,M. sacchariflorus,DOE Msa Trial 2015_HU,Sapporo,47,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1771,4,6,DC,UI11-00031,UI11-00031,0.181861861,M. sacchariflorus var. lutarioriparius,DOE Msa Trial 2015_HU,Sapporo,175,1,NA,NA,2,NA,NA,NA,5/15/2016,1,1,1,NA,NA,NA,NA,NA,NA,1,NR,NA,NA,13,0,NA,9,NA,100.5,7.4,4.6,14,51.81,NA,NA,NA,NA,7.18,395,50,33.4,66.8,263.86,NA,NA,0,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
1772,4,6,DD,KMS291,KMS291,0.182481051,M. sacchariflorus,DOE Msa Trial 2015_HU,Sapporo,361,1,NA,NA,2,NA,NA,NA,5/22/2016,1,1,1,NA,NA,9/30/2016,10/21/2016,NA,NA,1,F,NA,NA,39,31,10/1/2016,NA,1,262.5,7.58,3.96,20,56.77,NA,NA,NA,NA,13.13,1410,89,73,82.02247191,1156.52,NA,NA,0,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.794871795,NA
1773,4,6,DE,JPN-2011-019,JPN-2011-019,0.18560952,M. sacchariflorus,DOE Msa Trial 2015_HU,Sapporo,215,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1774,4,6,DF,KMS376,KMS376,0.186879023,M. sacchariflorus,DOE Msa Trial 2015_HU,Sapporo,418,1,NA,NA,3,NA,NA,3,5/29/2016,1,1,1,NA,NA,9/30/2016,10/21/2016,10/14/2016,10/28/2016,1,F,NA,NA,3,2,10/25/2016,6,1,117,4.3,2.08,15,14.45,NA,NA,NA,NA,7.8,90,20.1,19.4,96.51741294,86.87,NA,NA,0,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.666666667,NA
1775,4,6,DG,JY045,JY045,0.187455193,M. sacchariflorus,DOE Msa Trial 2015_HU,Sapporo,565,1,NA,NA,1,NA,NA,1,5/29/2016,1,1,1,NA,NA,NA,NA,NA,NA,1,F,NA,NA,19,18,NA,8,NA,153,3.46,1.37,11,3.66,NA,NA,NA,NA,13.91,375,100,72,72,270,NA,NA,0,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.947368421,NA
1776,4,6,DH,KMS405,KMS405,0.18781698,M. sacchariflorus,DOE Msa Trial 2015_HU,Sapporo,447,1,NA,NA,2,NA,NA,NA,5/29/2016,1,1,1,NA,NA,9/30/2016,10/21/2016,10/14/2016,10/28/2016,1,F,NA,NA,24,24,10/25/2016,7,1,153,3.46,1.37,11,3.66,NA,NA,NA,NA,13.91,225,15,12.8,85.33333333,192,NA,NA,0,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
1777,4,6,DI,KMS354,KMS354,0.188603752,M. sacchariflorus,DOE Msa Trial 2015_HU,Sapporo,396,1,NA,NA,2,NA,NA,NA,5/29/2016,1,1,1,NA,NA,9/30/2016,10/21/2016,10/14/2016,10/28/2016,1,NR,NA,NA,13,0,10/15/2016,6,1,147.7,15.84,5.87,16,175.67,NA,NA,NA,NA,9.23,545,81,55.4,68.39506173,372.75,NA,NA,0,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
1778,4,6,DJ,JY091,JY091,0.190689109,M. sacchariflorus,DOE Msa Trial 2015_HU,Sapporo,611,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1779,4,6,DK,KMS382,KMS382,0.194595904,M. sacchariflorus,DOE Msa Trial 2015_HU,Sapporo,424,1,NA,NA,3,NA,NA,NA,5/29/2016,1,1,1,NA,NA,9/30/2016,10/21/2016,10/14/2016,10/28/2016,1,F,NA,NA,35,31,10/25/2016,6,1,173,4.29,1.55,21,12.25,NA,NA,NA,NA,8.24,180,20,15.6,78,140.4,NA,NA,0,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.885714286,NA
1780,4,6,DL,KMS407,KMS407,0.195185238,M. sacchariflorus,DOE Msa Trial 2015_HU,Sapporo,449,1,NA,NA,2,NA,NA,NA,5/29/2016,1,1,1,NA,NA,9/30/2016,10/21/2016,10/14/2016,10/28/2016,1,F,NA,NA,14,8,10/29/2016,8,1,135,3.1,1.4,12,4.5,NA,NA,NA,NA,11.25,80,35,30.6,87.42857143,69.94,NA,NA,0,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.571428571,NA
1781,4,6,DM,JY270,JY270,0.195269412,M. sacchariflorus,DOE Msa Trial 2015_HU,Sapporo,791,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1782,4,6,DN,JY055,JY055,0.195784636,M. sacchariflorus,DOE Msa Trial 2015_HU,Sapporo,575,1,NA,NA,2,NA,NA,NA,5/15/2016,1,1,1,NA,NA,NA,NA,NA,NA,1,F,NA,NA,53,43,NA,9,NA,181,6.77,2.13,17,36.2,NA,NA,NA,NA,10.65,950,120,82.6,68.83333333,653.92,NA,NA,0,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.811320755,NA
1783,4,6,DO,KMS001,KMS001,0.201251997,M. sacchariflorus,DOE Msa Trial 2015_HU,Sapporo,344,1,NA,NA,2,NA,NA,NA,5/22/2016,1,1,1,NA,NA,NA,NA,NA,NA,1,F,NA,NA,25,22,NA,8,NA,223,5.3,2,19,19.2,NA,NA,NA,NA,11.74,980,95,71.3,75.05263158,735.52,NA,NA,0,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.88,NA
1784,4,6,DP,KMS253,KMS253,0.202419714,M. sacchariflorus,DOE Msa Trial 2015_HU,Sapporo,347,1,NA,NA,2,NA,NA,NA,5/15/2016,1,1,1,NA,NA,9/30/2016,10/21/2016,10/14/2016,10/28/2016,1,H,NA,NA,25,3,NA,8,1,183,10.3,3.1,25,42.7,NA,NA,NA,NA,7.32,555,90,67.6,75.11111111,416.87,NA,NA,0,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.12,NA
1785,4,6,DQ,JY143,JY143,0.204113409,M. sacchariflorus,DOE Msa Trial 2015_HU,Sapporo,664,1,NA,NA,2,NA,NA,NA,5/15/2016,1,1,1,NA,NA,9/30/2016,10/21/2016,10/14/2016,10/28/2016,1,H,NA,NA,20,15,10/1/2016,NA,1,162,4.4,1.9,14,5.5,NA,NA,NA,NA,11.57,165,30,29.5,98.33333333,162.25,NA,NA,0,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.75,NA
1786,4,7,DA,JM2014-K-7,JM2014-K-7,0.204181345,M. sacchariflorus,DOE Msa Trial 2015_HU,Sapporo,309,1,NA,NA,2,NA,NA,NA,5/22/2016,1,1,1,NA,NA,NA,NA,NA,NA,1,NF,NA,NA,49,0,NA,9,NA,155,9.02,7.19,19,36.44,NA,NA,NA,NA,8.16,1850,105,77.8,74.0952381,1370.76,NA,NA,0,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
